order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct
O003846,2024-11-27,C00662,P0043,3,1429.14,0.17
O004423,2024-11-27,C00925,P0010,2,224.44,0.18
O004423,2024-11-27,C00925,P0011,1,335.89,0.31
O004522,2024-11-27,C00942,P0009,1,362.63,0.15
O004895,2024-11-27,C01413,P0029,2,896.65,0.35
O004895,2024-11-27,C01413,P0021,1,168.83,0.36
O004895,2024-11-27,C01413,P0062,1,78.89,0.34
O004895,2024-11-27,C01413,P0003,1,2558.81,0.0
O006246,2024-11-27,C00774,P0058,3,153.41,0.23
O006246,2024-11-27,C00774,P0053,2,181.61,0.17
O006392,2024-11-27,C00509,P0031,1,421.61,0.0
O006593,2024-11-27,C00500,P0061,1,159.11,0.19
O006973,2024-11-27,C00784,P0024,2,377.55,0.0
O007138,2024-11-27,C01390,P0022,1,279.91,0.3
O007484,2024-11-27,C00296,P0039,1,73.24,0.34
O007484,2024-11-27,C00296,P0032,1,130.18,0.2
O007715,2024-11-27,C00109,P0022,1,279.91,0.0
O007715,2024-11-27,C00109,P0042,2,1937.41,0.24
O007715,2024-11-27,C00109,P0003,1,2558.81,0.0
O007715,2024-11-27,C00109,P0029,5,896.65,0.14
O007723,2024-11-27,C00654,P0063,1,140.01,0.0
O007979,2024-11-27,C00130,P0018,1,134.91,0.2
O007979,2024-11-27,C00130,P0011,1,335.89,0.32
O009144,2024-11-27,C01439,P0013,1,162.09,0.26
O009144,2024-11-27,C01439,P0062,1,78.89,0.06
O009144,2024-11-27,C01439,P0025,2,164.23,0.0
O009349,2024-11-27,C01150,P0036,3,372.04,0.07
O009349,2024-11-27,C01150,P0050,1,241.01,0.28
O010089,2024-11-27,C00735,P0034,1,253.6,0.0
O011204,2024-11-27,C00673,P0022,5,279.91,0.08
O011707,2024-11-27,C00803,P0016,1,115.24,0.0
O011707,2024-11-27,C00803,P0004,1,5897.93,0.23
O011793,2024-11-27,C00801,P0009,1,362.63,0.32
O011793,2024-11-27,C00801,P0011,1,335.89,0.19
O011793,2024-11-27,C00801,P0053,1,181.61,0.0
O012082,2024-11-27,C00514,P0051,1,123.47,0.4
O012101,2024-11-27,C00176,P0050,1,241.01,0.24
O012101,2024-11-27,C00176,P0035,1,81.6,0.25
O012101,2024-11-27,C00176,P0002,2,3873.05,0.24
O012322,2024-11-27,C00232,P0043,2,1429.14,0.0
O013331,2024-11-27,C00768,P0050,1,241.01,0.16
O014365,2024-11-27,C01202,P0059,1,37.28,0.1
O015700,2024-11-27,C00924,P0036,1,372.04,0.0
O015700,2024-11-27,C00924,P0034,2,253.6,0.28
O016352,2024-11-27,C00435,P0014,1,156.55,0.0
O016352,2024-11-27,C00435,P0033,3,218.91,0.13
O016608,2024-11-27,C01280,P0038,2,329.15,0.16
O016608,2024-11-27,C01280,P0061,3,159.11,0.37
O016691,2024-11-27,C00109,P0055,3,120.34,0.11
O016691,2024-11-27,C00109,P0001,1,2389.01,0.0
O016936,2024-11-27,C00082,P0039,1,73.24,0.15
O000015,2024-11-28,C00665,P0031,1,421.61,0.26
O000015,2024-11-28,C00665,P0043,1,1429.14,0.0
O000015,2024-11-28,C00665,P0053,1,181.61,0.39
O000464,2024-11-28,C00081,P0015,1,58.99,0.0
O000836,2024-11-28,C00767,P0059,1,37.28,0.0
O001010,2024-11-28,C00561,P0014,1,156.55,0.28
O001012,2024-11-28,C01476,P0004,1,5897.93,0.15
O001272,2024-11-28,C01465,P0014,3,156.55,0.16
O001272,2024-11-28,C01465,P0059,5,37.28,0.0
O001272,2024-11-28,C01465,P0030,1,579.21,0.21
O001272,2024-11-28,C01465,P0034,1,253.6,0.35
O001459,2024-11-28,C00242,P0034,2,253.6,0.09
O002448,2024-11-28,C00986,P0043,3,1429.14,0.12
O002448,2024-11-28,C00986,P0032,1,130.18,0.0
O002520,2024-11-28,C00487,P0038,1,329.15,0.0
O002520,2024-11-28,C00487,P0062,2,78.89,0.0
O002520,2024-11-28,C00487,P0026,1,118.22,0.0
O002669,2024-11-28,C00556,P0029,1,896.65,0.16
O002778,2024-11-28,C01040,P0059,1,37.28,0.0
O002778,2024-11-28,C01040,P0036,1,372.04,0.4
O003438,2024-11-28,C01368,P0061,2,159.11,0.3
O003438,2024-11-28,C01368,P0052,5,86.93,0.38
O003438,2024-11-28,C01368,P0007,1,263.61,0.0
O003749,2024-11-28,C00062,P0063,1,140.01,0.25
O004309,2024-11-28,C01116,P0055,1,120.34,0.22
O004309,2024-11-28,C01116,P0038,1,329.15,0.21
O004489,2024-11-28,C00445,P0039,2,73.24,0.36
O004489,2024-11-28,C00445,P0022,1,279.91,0.0
O005725,2024-11-28,C00643,P0042,1,1937.41,0.13
O006053,2024-11-28,C01133,P0061,1,159.11,0.0
O006053,2024-11-28,C01133,P0045,1,220.35,0.29
O006053,2024-11-28,C01133,P0045,1,220.35,0.0
O006053,2024-11-28,C01133,P0055,1,120.34,0.39
O006074,2024-11-28,C00997,P0047,1,166.79,0.18
O006368,2024-11-28,C01272,P0006,2,5192.19,0.29
O006563,2024-11-28,C00224,P0011,1,335.89,0.36
O006583,2024-11-28,C00719,P0049,1,87.48,0.33
O007401,2024-11-28,C00942,P0041,2,176.09,0.34
O007401,2024-11-28,C00942,P0025,1,164.23,0.22
O007420,2024-11-28,C01262,P0015,5,58.99,0.08
O007420,2024-11-28,C01262,P0034,1,253.6,0.4
O008184,2024-11-28,C00351,P0007,1,263.61,0.26
O008336,2024-11-28,C00012,P0047,1,166.79,0.23
O008336,2024-11-28,C00012,P0041,1,176.09,0.0
O008336,2024-11-28,C00012,P0023,1,173.85,0.16
O008889,2024-11-28,C01204,P0043,2,1429.14,0.38
O008997,2024-11-28,C00455,P0009,1,362.63,0.15
O008997,2024-11-28,C00455,P0036,1,372.04,0.18
O009010,2024-11-28,C01011,P0051,1,123.47,0.0
O009010,2024-11-28,C01011,P0013,1,162.09,0.0
O009824,2024-11-28,C00299,P0062,1,78.89,0.23
O010433,2024-11-28,C00901,P0034,1,253.6,0.22
O010873,2024-11-28,C00893,P0028,1,707.58,0.0
O011161,2024-11-28,C01227,P0018,1,134.91,0.26
O011161,2024-11-28,C01227,P0041,2,176.09,0.26
O011161,2024-11-28,C01227,P0002,1,3873.05,0.08
O011161,2024-11-28,C01227,P0013,1,162.09,0.0
O011273,2024-11-28,C01492,P0013,1,162.09,0.16
O011853,2024-11-28,C00279,P0014,1,156.55,0.0
O013451,2024-11-28,C00141,P0062,2,78.89,0.17
O013451,2024-11-28,C00141,P0043,1,1429.14,0.37
O014134,2024-11-28,C00803,P0048,3,236.48,0.05
O014134,2024-11-28,C00803,P0050,1,241.01,0.0
O014225,2024-11-28,C00122,P0038,1,329.15,0.36
O014225,2024-11-28,C00122,P0025,1,164.23,0.0
O014337,2024-11-28,C01064,P0041,1,176.09,0.0
O015601,2024-11-28,C00648,P0041,1,176.09,0.0
O016201,2024-11-28,C01174,P0051,1,123.47,0.37
O016934,2024-11-28,C01464,P0034,1,253.6,0.0
O017915,2024-11-28,C00241,P0049,1,87.48,0.14
O000093,2024-11-29,C01168,P0045,3,220.35,0.0
O000093,2024-11-29,C01168,P0059,5,37.28,0.0
O000238,2024-11-29,C00868,P0020,1,250.67,0.12
O003796,2024-11-29,C00835,P0032,1,130.18,0.0
O003960,2024-11-29,C00233,P0021,2,168.83,0.19
O004176,2024-11-29,C00876,P0011,3,335.89,0.0
O005219,2024-11-29,C01196,P0058,1,153.41,0.3
O006021,2024-11-29,C00927,P0031,2,421.61,0.0
O006323,2024-11-29,C00050,P0008,2,401.37,0.32
O006698,2024-11-29,C01067,P0039,1,73.24,0.0
O007722,2024-11-29,C01377,P0028,5,707.58,0.0
O007898,2024-11-29,C00556,P0013,1,162.09,0.0
O007898,2024-11-29,C00556,P0038,1,329.15,0.22
O007898,2024-11-29,C00556,P0043,1,1429.14,0.0
O008068,2024-11-29,C00910,P0007,1,263.61,0.33
O008621,2024-11-29,C00761,P0055,1,120.34,0.0
O008621,2024-11-29,C00761,P0052,1,86.93,0.0
O008621,2024-11-29,C00761,P0036,1,372.04,0.0
O008691,2024-11-29,C01182,P0034,1,253.6,0.0
O009117,2024-11-29,C00778,P0020,3,250.67,0.17
O009117,2024-11-29,C00778,P0007,1,263.61,0.14
O010008,2024-11-29,C00424,P0045,1,220.35,0.14
O010191,2024-11-29,C00669,P0015,3,58.99,0.0
O010229,2024-11-29,C00571,P0047,1,166.79,0.0
O010595,2024-11-29,C00014,P0054,1,314.97,0.25
O010595,2024-11-29,C00014,P0023,1,173.85,0.29
O011249,2024-11-29,C01113,P0063,1,140.01,0.15
O011249,2024-11-29,C01113,P0051,1,123.47,0.17
O011309,2024-11-29,C00846,P0041,2,176.09,0.2
O011643,2024-11-29,C01158,P0041,1,176.09,0.0
O014048,2024-11-29,C01392,P0045,1,220.35,0.22
O014578,2024-11-29,C00399,P0029,2,896.65,0.0
O014972,2024-11-29,C00646,P0038,1,329.15,0.17
O015277,2024-11-29,C01411,P0018,2,134.91,0.32
O016266,2024-11-29,C00549,P0057,1,135.82,0.26
O016266,2024-11-29,C00549,P0041,1,176.09,0.4
O017135,2024-11-29,C01392,P0038,1,329.15,0.25
O017704,2024-11-29,C00237,P0047,5,166.79,0.36
O017704,2024-11-29,C00237,P0041,1,176.09,0.34
O017704,2024-11-29,C00237,P0045,1,220.35,0.17
O017730,2024-11-29,C01238,P0051,2,123.47,0.0
O017885,2024-11-29,C00965,P0034,1,253.6,0.0
O000475,2024-11-30,C00798,P0052,1,86.93,0.0
O002174,2024-11-30,C00908,P0013,3,162.09,0.38
O002174,2024-11-30,C00908,P0043,1,1429.14,0.0
O002174,2024-11-30,C00908,P0041,1,176.09,0.39
O003356,2024-11-30,C00543,P0050,2,241.01,0.0
O004780,2024-11-30,C00510,P0029,1,896.65,0.18
O004780,2024-11-30,C00510,P0024,3,377.55,0.0
O006311,2024-11-30,C00788,P0022,2,279.91,0.1
O009557,2024-11-30,C00769,P0021,1,168.83,0.33
O009557,2024-11-30,C00769,P0011,1,335.89,0.0
O009557,2024-11-30,C00769,P0022,1,279.91,0.0
O010154,2024-11-30,C00873,P0038,1,329.15,0.1
O010154,2024-11-30,C00873,P0035,1,81.6,0.0
O010154,2024-11-30,C00873,P0040,1,202.57,0.0
O010154,2024-11-30,C00873,P0006,1,5192.19,0.09
O010946,2024-11-30,C00141,P0022,1,279.91,0.0
O010946,2024-11-30,C00141,P0055,1,120.34,0.0
O012014,2024-11-30,C00752,P0060,1,136.4,0.21
O012014,2024-11-30,C00752,P0038,2,329.15,0.32
O012786,2024-11-30,C01287,P0038,1,329.15,0.0
O012786,2024-11-30,C01287,P0037,1,224.17,0.23
O016499,2024-11-30,C00609,P0053,1,181.61,0.0
O017314,2024-11-30,C00998,P0039,1,73.24,0.36
O017314,2024-11-30,C00998,P0003,2,2558.81,0.28
O017349,2024-11-30,C00912,P0003,1,2558.81,0.2
O017349,2024-11-30,C00912,P0038,1,329.15,0.0
O000023,2024-12-01,C01157,P0037,1,224.17,0.16
O000192,2024-12-01,C01420,P0013,1,162.09,0.0
O000812,2024-12-01,C00911,P0054,1,314.97,0.0
O000818,2024-12-01,C00744,P0045,1,220.35,0.0
O000818,2024-12-01,C00744,P0046,1,280.9,0.0
O000847,2024-12-01,C01044,P0013,1,162.09,0.0
O001463,2024-12-01,C01036,P0054,1,314.97,0.0
O001762,2024-12-01,C01100,P0054,1,314.97,0.0
O001762,2024-12-01,C01100,P0013,5,162.09,0.0
O002243,2024-12-01,C01036,P0005,1,5384.27,0.11
O002851,2024-12-01,C00612,P0055,1,120.34,0.0
O003613,2024-12-01,C00984,P0062,2,78.89,0.0
O003613,2024-12-01,C00984,P0055,1,120.34,0.0
O003613,2024-12-01,C00984,P0007,1,263.61,0.16
O003923,2024-12-01,C01362,P0049,1,87.48,0.09
O003923,2024-12-01,C01362,P0038,1,329.15,0.07
O003923,2024-12-01,C01362,P0009,1,362.63,0.0
O003923,2024-12-01,C01362,P0031,2,421.61,0.0
O007240,2024-12-01,C01438,P0034,1,253.6,0.18
O007947,2024-12-01,C00741,P0039,1,73.24,0.0
O008099,2024-12-01,C00470,P0028,1,707.58,0.0
O008442,2024-12-01,C00486,P0034,1,253.6,0.17
O009603,2024-12-01,C00098,P0051,3,123.47,0.0
O009603,2024-12-01,C00098,P0060,1,136.4,0.0
O009603,2024-12-01,C00098,P0055,1,120.34,0.0
O009631,2024-12-01,C00566,P0043,1,1429.14,0.0
O009631,2024-12-01,C00566,P0041,1,176.09,0.0
O009631,2024-12-01,C00566,P0031,5,421.61,0.0
O009631,2024-12-01,C00566,P0022,1,279.91,0.0
O011765,2024-12-01,C01028,P0029,3,896.65,0.0
O011765,2024-12-01,C01028,P0040,1,202.57,0.0
O011980,2024-12-01,C01385,P0057,2,135.82,0.0
O012049,2024-12-01,C00064,P0034,1,253.6,0.0
O012505,2024-12-01,C00077,P0053,1,181.61,0.0
O012826,2024-12-01,C01468,P0027,1,457.48,0.0
O012826,2024-12-01,C01468,P0060,3,136.4,0.0
O013559,2024-12-01,C00176,P0062,1,78.89,0.0
O013791,2024-12-01,C01097,P0032,1,130.18,0.0
O013912,2024-12-01,C01062,P0042,1,1937.41,0.0
O013912,2024-12-01,C01062,P0015,2,58.99,0.0
O014088,2024-12-01,C00736,P0018,1,134.91,0.05
O014088,2024-12-01,C00736,P0040,1,202.57,0.13
O014088,2024-12-01,C00736,P0023,1,173.85,0.0
O014088,2024-12-01,C00736,P0050,1,241.01,0.17
O014239,2024-12-01,C00382,P0041,1,176.09,0.19
O014239,2024-12-01,C00382,P0057,1,135.82,0.0
O017210,2024-12-01,C00115,P0029,1,896.65,0.0
O000177,2024-12-02,C00009,P0039,2,73.24,0.0
O000177,2024-12-02,C00009,P0038,2,329.15,0.0
O000177,2024-12-02,C00009,P0043,1,1429.14,0.0
O000177,2024-12-02,C00009,P0023,2,173.85,0.0
O002057,2024-12-02,C01314,P0030,1,579.21,0.0
O002728,2024-12-02,C01024,P0054,1,314.97,0.0
O003495,2024-12-02,C01122,P0059,1,37.28,0.0
O003653,2024-12-02,C00110,P0024,2,377.55,0.0
O004236,2024-12-02,C00225,P0012,2,233.19,0.0
O004236,2024-12-02,C00225,P0008,1,401.37,0.0
O004236,2024-12-02,C00225,P0058,1,153.41,0.0
O004532,2024-12-02,C00366,P0005,1,5384.27,0.0
O004532,2024-12-02,C00366,P0002,2,3873.05,0.0
O004532,2024-12-02,C00366,P0001,1,2389.01,0.09
O004532,2024-12-02,C00366,P0041,1,176.09,0.0
O004578,2024-12-02,C01158,P0008,1,401.37,0.0
O004578,2024-12-02,C01158,P0013,1,162.09,0.0
O004578,2024-12-02,C01158,P0038,1,329.15,0.0
O004650,2024-12-02,C01484,P0023,1,173.85,0.0
O004650,2024-12-02,C01484,P0003,1,2558.81,0.0
O006585,2024-12-02,C00414,P0050,1,241.01,0.0
O007105,2024-12-02,C01264,P0007,1,263.61,0.0
O007565,2024-12-02,C00968,P0054,2,314.97,0.0
O008170,2024-12-02,C00355,P0038,1,329.15,0.0
O008294,2024-12-02,C00184,P0005,1,5384.27,0.12
O008339,2024-12-02,C00337,P0007,1,263.61,0.0
O008738,2024-12-02,C01376,P0057,1,135.82,0.0
O008738,2024-12-02,C01376,P0043,1,1429.14,0.0
O009981,2024-12-02,C00105,P0002,1,3873.05,0.11
O009981,2024-12-02,C00105,P0051,1,123.47,0.0
O009981,2024-12-02,C00105,P0025,1,164.23,0.08
O009981,2024-12-02,C00105,P0034,3,253.6,0.0
O010290,2024-12-02,C01344,P0062,2,78.89,0.0
O011788,2024-12-02,C01092,P0048,1,236.48,0.0
O012111,2024-12-02,C00419,P0061,3,159.11,0.0
O012253,2024-12-02,C00869,P0013,1,162.09,0.0
O012253,2024-12-02,C00869,P0043,3,1429.14,0.0
O012253,2024-12-02,C00869,P0015,1,58.99,0.0
O013628,2024-12-02,C01394,P0031,1,421.61,0.0
O015508,2024-12-02,C00965,P0057,1,135.82,0.0
O015508,2024-12-02,C00965,P0040,1,202.57,0.0
O015508,2024-12-02,C00965,P0013,1,162.09,0.13
O015532,2024-12-02,C00777,P0043,1,1429.14,0.06
O017282,2024-12-02,C00816,P0052,1,86.93,0.0
O017282,2024-12-02,C00816,P0041,2,176.09,0.0
O017359,2024-12-02,C00321,P0031,1,421.61,0.19
O017942,2024-12-02,C00322,P0053,1,181.61,0.06
O000438,2024-12-03,C01298,P0006,2,5192.19,0.0
O000596,2024-12-03,C00477,P0029,1,896.65,0.09
O000596,2024-12-03,C00477,P0041,1,176.09,0.0
O001011,2024-12-03,C00035,P0055,1,120.34,0.0
O003978,2024-12-03,C00570,P0036,1,372.04,0.0
O003978,2024-12-03,C00570,P0054,1,314.97,0.0
O005524,2024-12-03,C00155,P0059,2,37.28,0.0
O005671,2024-12-03,C00023,P0029,1,896.65,0.06
O007291,2024-12-03,C00662,P0051,1,123.47,0.0
O007291,2024-12-03,C00662,P0038,1,329.15,0.0
O008869,2024-12-03,C00588,P0003,1,2558.81,0.17
O008869,2024-12-03,C00588,P0021,1,168.83,0.0
O008869,2024-12-03,C00588,P0039,1,73.24,0.0
O008869,2024-12-03,C00588,P0053,2,181.61,0.0
O010011,2024-12-03,C01192,P0036,1,372.04,0.0
O010011,2024-12-03,C01192,P0036,2,372.04,0.0
O011226,2024-12-03,C00387,P0016,1,115.24,0.14
O011226,2024-12-03,C00387,P0041,1,176.09,0.0
O013081,2024-12-03,C00590,P0030,1,579.21,0.06
O013081,2024-12-03,C00590,P0049,1,87.48,0.07
O013081,2024-12-03,C00590,P0052,1,86.93,0.0
O013390,2024-12-03,C01441,P0049,1,87.48,0.11
O015397,2024-12-03,C00341,P0025,1,164.23,0.0
O015397,2024-12-03,C00341,P0051,1,123.47,0.0
O016038,2024-12-03,C00852,P0045,1,220.35,0.0
O016396,2024-12-03,C01263,P0054,1,314.97,0.0
O016396,2024-12-03,C01263,P0062,1,78.89,0.0
O016468,2024-12-03,C00225,P0027,1,457.48,0.0
O016468,2024-12-03,C00225,P0033,2,218.91,0.0
O017049,2024-12-03,C01333,P0043,1,1429.14,0.0
O017049,2024-12-03,C01333,P0008,1,401.37,0.0
O017049,2024-12-03,C01333,P0016,2,115.24,0.0
O017049,2024-12-03,C01333,P0057,1,135.82,0.0
O017283,2024-12-03,C00158,P0045,2,220.35,0.0
O017283,2024-12-03,C00158,P0041,1,176.09,0.0
O017283,2024-12-03,C00158,P0024,1,377.55,0.15
O017977,2024-12-03,C01321,P0038,2,329.15,0.0
O001318,2024-12-04,C00985,P0015,1,58.99,0.0
O001540,2024-12-04,C00761,P0030,1,579.21,0.0
O001540,2024-12-04,C00761,P0054,1,314.97,0.0
O001777,2024-12-04,C00490,P0031,1,421.61,0.0
O002420,2024-12-04,C00035,P0051,2,123.47,0.0
O002420,2024-12-04,C00035,P0031,1,421.61,0.0
O002553,2024-12-04,C01403,P0042,2,1937.41,0.0
O002553,2024-12-04,C01403,P0003,2,2558.81,0.13
O002801,2024-12-04,C01109,P0033,1,218.91,0.0
O002871,2024-12-04,C00122,P0061,1,159.11,0.0
O003248,2024-12-04,C00853,P0001,2,2389.01,0.0
O003248,2024-12-04,C00853,P0013,1,162.09,0.0
O003248,2024-12-04,C00853,P0010,1,224.44,0.0
O003248,2024-12-04,C00853,P0018,1,134.91,0.0
O005761,2024-12-04,C00941,P0049,5,87.48,0.0
O007384,2024-12-04,C01324,P0045,2,220.35,0.0
O007553,2024-12-04,C00950,P0009,1,362.63,0.18
O008006,2024-12-04,C01316,P0023,1,173.85,0.0
O008648,2024-12-04,C00040,P0009,1,362.63,0.0
O010654,2024-12-04,C01496,P0055,1,120.34,0.0
O010654,2024-12-04,C01496,P0006,1,5192.19,0.0
O011424,2024-12-04,C01286,P0011,1,335.89,0.0
O011424,2024-12-04,C01286,P0034,1,253.6,0.0
O011424,2024-12-04,C01286,P0054,2,314.97,0.0
O011424,2024-12-04,C01286,P0047,1,166.79,0.08
O011695,2024-12-04,C00836,P0050,1,241.01,0.0
O012206,2024-12-04,C01437,P0053,1,181.61,0.0
O012206,2024-12-04,C01437,P0008,2,401.37,0.0
O012206,2024-12-04,C01437,P0031,1,421.61,0.0
O012206,2024-12-04,C01437,P0062,1,78.89,0.0
O012952,2024-12-04,C01213,P0034,1,253.6,0.0
O013842,2024-12-04,C00080,P0022,1,279.91,0.0
O014135,2024-12-04,C01368,P0011,2,335.89,0.0
O014632,2024-12-04,C00528,P0054,1,314.97,0.0
O014632,2024-12-04,C00528,P0039,1,73.24,0.0
O014632,2024-12-04,C00528,P0007,1,263.61,0.0
O016122,2024-12-04,C01204,P0054,1,314.97,0.0
O016122,2024-12-04,C01204,P0011,2,335.89,0.0
O016122,2024-12-04,C01204,P0025,1,164.23,0.0
O016248,2024-12-04,C00367,P0045,2,220.35,0.18
O017194,2024-12-04,C00300,P0021,1,168.83,0.0
O017194,2024-12-04,C00300,P0034,1,253.6,0.0
O017194,2024-12-04,C00300,P0055,1,120.34,0.19
O017339,2024-12-04,C01329,P0054,1,314.97,0.0
O017549,2024-12-04,C00085,P0050,2,241.01,0.0
O017549,2024-12-04,C00085,P0033,1,218.91,0.08
O017549,2024-12-04,C00085,P0053,1,181.61,0.0
O017688,2024-12-04,C00512,P0016,5,115.24,0.0
O017814,2024-12-04,C00940,P0014,1,156.55,0.0
O001657,2024-12-05,C01435,P0061,1,159.11,0.0
O001851,2024-12-05,C01432,P0049,1,87.48,0.16
O001851,2024-12-05,C01432,P0016,1,115.24,0.0
O002490,2024-12-05,C01178,P0011,1,335.89,0.0
O003240,2024-12-05,C00819,P0022,1,279.91,0.0
O003240,2024-12-05,C00819,P0051,1,123.47,0.17
O004630,2024-12-05,C00407,P0011,1,335.89,0.0
O004630,2024-12-05,C00407,P0032,1,130.18,0.0
O004630,2024-12-05,C00407,P0022,1,279.91,0.0
O004630,2024-12-05,C00407,P0049,1,87.48,0.0
O004852,2024-12-05,C00814,P0039,2,73.24,0.0
O005337,2024-12-05,C00444,P0038,2,329.15,0.0
O005337,2024-12-05,C00444,P0024,1,377.55,0.0
O005337,2024-12-05,C00444,P0013,1,162.09,0.0
O005437,2024-12-05,C01096,P0031,2,421.61,0.0
O005437,2024-12-05,C01096,P0011,1,335.89,0.0
O005437,2024-12-05,C01096,P0007,1,263.61,0.08
O005437,2024-12-05,C01096,P0015,1,58.99,0.0
O005771,2024-12-05,C01223,P0059,1,37.28,0.17
O008585,2024-12-05,C00439,P0051,3,123.47,0.0
O008585,2024-12-05,C00439,P0007,1,263.61,0.0
O008585,2024-12-05,C00439,P0015,2,58.99,0.0
O008585,2024-12-05,C00439,P0038,1,329.15,0.05
O009066,2024-12-05,C00737,P0006,2,5192.19,0.16
O009066,2024-12-05,C00737,P0053,2,181.61,0.0
O009365,2024-12-05,C00860,P0011,1,335.89,0.0
O010261,2024-12-05,C00895,P0049,1,87.48,0.0
O011165,2024-12-05,C00311,P0055,2,120.34,0.09
O012064,2024-12-05,C01164,P0008,1,401.37,0.0
O012064,2024-12-05,C01164,P0055,1,120.34,0.08
O013638,2024-12-05,C00356,P0009,2,362.63,0.0
O013992,2024-12-05,C00789,P0054,1,314.97,0.0
O013992,2024-12-05,C00789,P0032,1,130.18,0.0
O014820,2024-12-05,C00298,P0007,1,263.61,0.0
O016328,2024-12-05,C01020,P0038,5,329.15,0.0
O016328,2024-12-05,C01020,P0013,1,162.09,0.0
O016907,2024-12-05,C01474,P0032,3,130.18,0.0
O016907,2024-12-05,C01474,P0053,2,181.61,0.0
O016907,2024-12-05,C01474,P0041,1,176.09,0.0
O016907,2024-12-05,C01474,P0005,1,5384.27,0.1
O017821,2024-12-05,C00291,P0062,1,78.89,0.0
O017821,2024-12-05,C00291,P0043,1,1429.14,0.0
O017821,2024-12-05,C00291,P0034,1,253.6,0.0
O017821,2024-12-05,C00291,P0045,1,220.35,0.0
O000214,2024-12-06,C00621,P0008,2,401.37,0.0
O000214,2024-12-06,C00621,P0007,2,263.61,0.0
O001922,2024-12-06,C01408,P0041,1,176.09,0.0
O001922,2024-12-06,C01408,P0003,1,2558.81,0.0
O001922,2024-12-06,C01408,P0022,1,279.91,0.0
O001922,2024-12-06,C01408,P0051,2,123.47,0.0
O001935,2024-12-06,C01219,P0043,1,1429.14,0.0
O002593,2024-12-06,C00822,P0059,1,37.28,0.0
O002593,2024-12-06,C00822,P0061,1,159.11,0.0
O002593,2024-12-06,C00822,P0051,3,123.47,0.0
O002593,2024-12-06,C00822,P0045,1,220.35,0.0
O003054,2024-12-06,C00139,P0062,1,78.89,0.0
O003054,2024-12-06,C00139,P0045,5,220.35,0.0
O003054,2024-12-06,C00139,P0050,1,241.01,0.0
O004281,2024-12-06,C01072,P0057,2,135.82,0.18
O004998,2024-12-06,C01209,P0040,2,202.57,0.0
O005042,2024-12-06,C01055,P0062,2,78.89,0.0
O005813,2024-12-06,C00816,P0008,2,401.37,0.0
O007888,2024-12-06,C01143,P0050,1,241.01,0.14
O008023,2024-12-06,C01008,P0043,1,1429.14,0.0
O008977,2024-12-06,C01186,P0047,2,166.79,0.0
O008977,2024-12-06,C01186,P0047,1,166.79,0.0
O008977,2024-12-06,C01186,P0053,1,181.61,0.0
O008977,2024-12-06,C01186,P0051,1,123.47,0.0
O010434,2024-12-06,C00281,P0033,1,218.91,0.0
O010817,2024-12-06,C00612,P0032,2,130.18,0.0
O011254,2024-12-06,C00378,P0061,1,159.11,0.0
O011254,2024-12-06,C00378,P0062,3,78.89,0.0
O011254,2024-12-06,C00378,P0032,3,130.18,0.07
O012973,2024-12-06,C01430,P0013,3,162.09,0.05
O012973,2024-12-06,C01430,P0053,1,181.61,0.0
O012973,2024-12-06,C01430,P0021,2,168.83,0.0
O014244,2024-12-06,C01295,P0049,1,87.48,0.05
O014244,2024-12-06,C01295,P0051,1,123.47,0.0
O014571,2024-12-06,C00372,P0022,1,279.91,0.0
O015617,2024-12-06,C01470,P0056,1,92.75,0.06
O015977,2024-12-06,C00884,P0008,1,401.37,0.0
O016125,2024-12-06,C01463,P0008,1,401.37,0.0
O016125,2024-12-06,C01463,P0034,1,253.6,0.1
O016125,2024-12-06,C01463,P0015,2,58.99,0.0
O016314,2024-12-06,C00094,P0056,1,92.75,0.0
O016314,2024-12-06,C00094,P0034,1,253.6,0.19
O016314,2024-12-06,C00094,P0057,1,135.82,0.0
O016758,2024-12-06,C00269,P0038,1,329.15,0.0
O016846,2024-12-06,C01114,P0009,1,362.63,0.0
O016846,2024-12-06,C01114,P0053,1,181.61,0.0
O016846,2024-12-06,C01114,P0050,1,241.01,0.0
O016885,2024-12-06,C00284,P0025,2,164.23,0.0
O016885,2024-12-06,C00284,P0037,1,224.17,0.0
O017218,2024-12-06,C00493,P0014,2,156.55,0.18
O017545,2024-12-06,C01197,P0051,1,123.47,0.0
O017545,2024-12-06,C01197,P0057,2,135.82,0.0
O017545,2024-12-06,C01197,P0013,1,162.09,0.0
O001285,2024-12-07,C00327,P0030,2,579.21,0.0
O001407,2024-12-07,C01205,P0024,1,377.55,0.14
O003138,2024-12-07,C00622,P0037,1,224.17,0.0
O003174,2024-12-07,C00789,P0058,2,153.41,0.0
O003174,2024-12-07,C00789,P0025,1,164.23,0.0
O003625,2024-12-07,C00106,P0054,2,314.97,0.0
O003811,2024-12-07,C00885,P0045,1,220.35,0.0
O005051,2024-12-07,C00030,P0051,1,123.47,0.0
O005244,2024-12-07,C00763,P0006,1,5192.19,0.0
O005244,2024-12-07,C00763,P0008,1,401.37,0.0
O005244,2024-12-07,C00763,P0024,1,377.55,0.0
O005683,2024-12-07,C00891,P0004,1,5897.93,0.0
O007044,2024-12-07,C00191,P0051,1,123.47,0.15
